"","polity","realized_coup","type_of_coup","replicate","n","number"
"721",-6,0,"attempt",50,21,21
"722",-6,0,"conspiracy",1,42,42
"723",-6,0,"conspiracy",2,38,38
"724",-6,0,"conspiracy",3,42,42
"725",-6,0,"conspiracy",4,40,40
"726",-6,0,"conspiracy",5,42,42
"727",-6,0,"conspiracy",6,43,43
"728",-6,0,"conspiracy",7,41,41
"729",-6,0,"conspiracy",8,43,43
"730",-6,0,"conspiracy",9,35,35
"731",-6,0,"conspiracy",10,37,37
"732",-6,0,"conspiracy",11,42,42
"733",-6,0,"conspiracy",12,34,34
"734",-6,0,"conspiracy",13,38,38
"735",-6,0,"conspiracy",14,51,51
"736",-6,0,"conspiracy",15,36,36
"737",-6,0,"conspiracy",16,25,25
"738",-6,0,"conspiracy",17,28,28
"739",-6,0,"conspiracy",18,29,29
"740",-6,0,"conspiracy",19,36,36
"741",-6,0,"conspiracy",20,33,33
"742",-6,0,"conspiracy",21,44,44
"743",-6,0,"conspiracy",22,42,42
"744",-6,0,"conspiracy",23,35,35
"745",-6,0,"conspiracy",24,37,37
"746",-6,0,"conspiracy",25,45,45
"747",-6,0,"conspiracy",26,27,27
"748",-6,0,"conspiracy",27,33,33
"749",-6,0,"conspiracy",28,41,41
"750",-6,0,"conspiracy",29,41,41
"751",-6,0,"conspiracy",30,35,35
"752",-6,0,"conspiracy",31,48,48
"753",-6,0,"conspiracy",32,43,43
"754",-6,0,"conspiracy",33,44,44
"755",-6,0,"conspiracy",34,37,37
"756",-6,0,"conspiracy",35,35,35
"757",-6,0,"conspiracy",36,33,33
"758",-6,0,"conspiracy",37,45,45
"759",-6,0,"conspiracy",38,32,32
"760",-6,0,"conspiracy",39,45,45
"761",-6,0,"conspiracy",40,42,42
"762",-6,0,"conspiracy",41,35,35
"763",-6,0,"conspiracy",42,30,30
"764",-6,0,"conspiracy",43,35,35
"765",-6,0,"conspiracy",44,48,48
"766",-6,0,"conspiracy",45,34,34
"767",-6,0,"conspiracy",46,32,32
"768",-6,0,"conspiracy",47,34,34
"769",-6,0,"conspiracy",48,36,36
"770",-6,0,"conspiracy",49,41,41
"771",-6,0,"conspiracy",50,30,30
"772",-6,1,"coup",1,21,21
"773",-6,1,"coup",2,13,13
"774",-6,1,"coup",3,16,16
"775",-6,1,"coup",4,20,20
"776",-6,1,"coup",5,24,24
"777",-6,1,"coup",6,25,25
"778",-6,1,"coup",7,19,19
"779",-6,1,"coup",8,21,21
"780",-6,1,"coup",9,17,17
"781",-6,1,"coup",10,24,24
"782",-6,1,"coup",11,22,22
"783",-6,1,"coup",12,22,22
"784",-6,1,"coup",13,23,23
"785",-6,1,"coup",14,18,18
"786",-6,1,"coup",15,20,20
"787",-6,1,"coup",16,22,22
"788",-6,1,"coup",17,16,16
"789",-6,1,"coup",18,10,10
"790",-6,1,"coup",19,22,22
"791",-6,1,"coup",20,18,18
"792",-6,1,"coup",21,27,27
"793",-6,1,"coup",22,15,15
"794",-6,1,"coup",23,12,12
"795",-6,1,"coup",24,15,15
"796",-6,1,"coup",25,20,20
"797",-6,1,"coup",26,24,24
"798",-6,1,"coup",27,21,21
"799",-6,1,"coup",28,14,14
"800",-6,1,"coup",29,16,16
"801",-6,1,"coup",30,17,17
"802",-6,1,"coup",31,16,16
"803",-6,1,"coup",32,17,17
"804",-6,1,"coup",33,16,16
"805",-6,1,"coup",34,21,21
"806",-6,1,"coup",35,22,22
"807",-6,1,"coup",36,10,10
"808",-6,1,"coup",37,21,21
"809",-6,1,"coup",38,15,15
"810",-6,1,"coup",39,21,21
"811",-6,1,"coup",40,20,20
"812",-6,1,"coup",41,17,17
"813",-6,1,"coup",42,12,12
"814",-6,1,"coup",43,19,19
"815",-6,1,"coup",44,19,19
"816",-6,1,"coup",45,21,21
"817",-6,1,"coup",46,11,11
"818",-6,1,"coup",47,18,18
"819",-6,1,"coup",48,18,18
"820",-6,1,"coup",49,20,20
"821",-6,1,"coup",50,18,18
"822",-5,0,"attempt",1,20,20
"823",-5,0,"attempt",2,14,14
"824",-5,0,"attempt",3,33,33
"825",-5,0,"attempt",4,17,17
"826",-5,0,"attempt",5,24,24
"827",-5,0,"attempt",6,23,23
"828",-5,0,"attempt",7,18,18
"829",-5,0,"attempt",8,19,19
"830",-5,0,"attempt",9,27,27
"831",-5,0,"attempt",10,20,20
"832",-5,0,"attempt",11,21,21
"833",-5,0,"attempt",12,27,27
"834",-5,0,"attempt",13,29,29
"835",-5,0,"attempt",14,30,30
"836",-5,0,"attempt",15,21,21
"837",-5,0,"attempt",16,18,18
"838",-5,0,"attempt",17,23,23
"839",-5,0,"attempt",18,20,20
"840",-5,0,"attempt",19,24,24
"841",-5,0,"attempt",20,25,25
"842",-5,0,"attempt",21,26,26
"843",-5,0,"attempt",22,17,17
"844",-5,0,"attempt",23,22,22
"845",-5,0,"attempt",24,20,20
"846",-5,0,"attempt",25,13,13
"847",-5,0,"attempt",26,26,26
"848",-5,0,"attempt",27,22,22
"849",-5,0,"attempt",28,17,17
"850",-5,0,"attempt",29,20,20
"851",-5,0,"attempt",30,18,18
"852",-5,0,"attempt",31,20,20
"853",-5,0,"attempt",32,19,19
"854",-5,0,"attempt",33,26,26
"855",-5,0,"attempt",34,25,25
"856",-5,0,"attempt",35,20,20
"857",-5,0,"attempt",36,24,24
"858",-5,0,"attempt",37,26,26
"859",-5,0,"attempt",38,21,21
"860",-5,0,"attempt",39,24,24
"861",-5,0,"attempt",40,20,20
"862",-5,0,"attempt",41,23,23
"863",-5,0,"attempt",42,23,23
"864",-5,0,"attempt",43,23,23
"865",-5,0,"attempt",44,23,23
"866",-5,0,"attempt",45,15,15
"867",-5,0,"attempt",46,25,25
"868",-5,0,"attempt",47,24,24
"869",-5,0,"attempt",48,25,25
"870",-5,0,"attempt",49,22,22
"871",-5,0,"attempt",50,17,17
"872",-5,0,"conspiracy",1,7,7
"873",-5,0,"conspiracy",2,8,8
"874",-5,0,"conspiracy",3,10,10
"875",-5,0,"conspiracy",4,8,8
"876",-5,0,"conspiracy",5,8,8
"877",-5,0,"conspiracy",6,12,12
"878",-5,0,"conspiracy",7,11,11
"879",-5,0,"conspiracy",8,12,12
"880",-5,0,"conspiracy",9,11,11
"881",-5,0,"conspiracy",10,4,4
"882",-5,0,"conspiracy",11,12,12
"883",-5,0,"conspiracy",12,9,9
"884",-5,0,"conspiracy",13,11,11
"885",-5,0,"conspiracy",14,6,6
"886",-5,0,"conspiracy",15,5,5
"887",-5,0,"conspiracy",16,10,10
"888",-5,0,"conspiracy",17,9,9
"889",-5,0,"conspiracy",18,11,11
"890",-5,0,"conspiracy",19,8,8
"891",-5,0,"conspiracy",20,5,5
"892",-5,0,"conspiracy",21,15,15
"893",-5,0,"conspiracy",22,8,8
"894",-5,0,"conspiracy",23,10,10
"895",-5,0,"conspiracy",24,9,9
"896",-5,0,"conspiracy",25,5,5
"897",-5,0,"conspiracy",26,10,10
"898",-5,0,"conspiracy",27,11,11
"899",-5,0,"conspiracy",28,13,13
"900",-5,0,"conspiracy",29,7,7
"901",-5,0,"conspiracy",30,10,10
"902",-5,0,"conspiracy",31,8,8
"903",-5,0,"conspiracy",32,10,10
"904",-5,0,"conspiracy",33,7,7
"905",-5,0,"conspiracy",34,9,9
"906",-5,0,"conspiracy",35,11,11
"907",-5,0,"conspiracy",36,8,8
"908",-5,0,"conspiracy",37,9,9
"909",-5,0,"conspiracy",38,13,13
"910",-5,0,"conspiracy",39,6,6
"911",-5,0,"conspiracy",40,10,10
"912",-5,0,"conspiracy",41,9,9
"913",-5,0,"conspiracy",42,7,7
"914",-5,0,"conspiracy",43,5,5
"915",-5,0,"conspiracy",44,8,8
"916",-5,0,"conspiracy",45,6,6
"917",-5,0,"conspiracy",46,10,10
"918",-5,0,"conspiracy",47,6,6
"919",-5,0,"conspiracy",48,14,14
"920",-5,0,"conspiracy",49,7,7
"921",-5,0,"conspiracy",50,11,11
"922",-5,1,"coup",1,36,36
"923",-5,1,"coup",2,41,41
"924",-5,1,"coup",3,38,38
"925",-5,1,"coup",4,37,37
"926",-5,1,"coup",5,36,36
"927",-5,1,"coup",6,34,34
"928",-5,1,"coup",7,29,29
"929",-5,1,"coup",8,32,32
"930",-5,1,"coup",9,36,36
"931",-5,1,"coup",10,27,27
"932",-5,1,"coup",11,41,41
"933",-5,1,"coup",12,36,36
"934",-5,1,"coup",13,37,37
"935",-5,1,"coup",14,24,24
"936",-5,1,"coup",15,37,37
"937",-5,1,"coup",16,27,27
"938",-5,1,"coup",17,34,34
"939",-5,1,"coup",18,38,38
"940",-5,1,"coup",19,37,37
"941",-5,1,"coup",20,35,35
"942",-5,1,"coup",21,34,34
"943",-5,1,"coup",22,40,40
"944",-5,1,"coup",23,35,35
"945",-5,1,"coup",24,38,38
"946",-5,1,"coup",25,35,35
"947",-5,1,"coup",26,37,37
"948",-5,1,"coup",27,33,33
"949",-5,1,"coup",28,35,35
"950",-5,1,"coup",29,40,40
"951",-5,1,"coup",30,35,35
"952",-5,1,"coup",31,23,23
"953",-5,1,"coup",32,34,34
"954",-5,1,"coup",33,40,40
"955",-5,1,"coup",34,39,39
"956",-5,1,"coup",35,40,40
"957",-5,1,"coup",36,45,45
"958",-5,1,"coup",37,37,37
"959",-5,1,"coup",38,48,48
"960",-5,1,"coup",39,45,45
"961",-5,1,"coup",40,29,29
"962",-5,1,"coup",41,30,30
"963",-5,1,"coup",42,26,26
"964",-5,1,"coup",43,32,32
"965",-5,1,"coup",44,42,42
"966",-5,1,"coup",45,48,48
"967",-5,1,"coup",46,36,36
"968",-5,1,"coup",47,31,31
"969",-5,1,"coup",48,35,35
"970",-5,1,"coup",49,35,35
"971",-5,1,"coup",50,48,48
"972",-4,0,"attempt",1,10,10
"973",-4,0,"attempt",2,10,10
"974",-4,0,"attempt",3,7,7
"975",-4,0,"attempt",4,8,8
"976",-4,0,"attempt",5,1,1
"977",-4,0,"attempt",6,7,7
"978",-4,0,"attempt",7,10,10
"979",-4,0,"attempt",8,11,11
"980",-4,0,"attempt",9,10,10
"981",-4,0,"attempt",10,6,6
"982",-4,0,"attempt",11,12,12
"983",-4,0,"attempt",12,7,7
"984",-4,0,"attempt",13,7,7
"985",-4,0,"attempt",14,8,8
"986",-4,0,"attempt",15,7,7
"987",-4,0,"attempt",17,4,4
"988",-4,0,"attempt",18,3,3
"989",-4,0,"attempt",19,11,11
"990",-4,0,"attempt",20,11,11
"991",-4,0,"attempt",21,9,9
"992",-4,0,"attempt",22,8,8
"993",-4,0,"attempt",23,5,5
"994",-4,0,"attempt",24,10,10
"995",-4,0,"attempt",25,8,8
"996",-4,0,"attempt",26,7,7
"997",-4,0,"attempt",27,6,6
"998",-4,0,"attempt",28,7,7
"999",-4,0,"attempt",29,8,8
"1000",-4,0,"attempt",30,8,8
"1001",-4,0,"attempt",31,8,8
"1002",-4,0,"attempt",32,8,8
"1003",-4,0,"attempt",33,7,7
"1004",-4,0,"attempt",34,8,8
"1005",-4,0,"attempt",35,5,5
"1006",-4,0,"attempt",36,7,7
"1007",-4,0,"attempt",37,8,8
"1008",-4,0,"attempt",38,6,6
"1009",-4,0,"attempt",39,8,8
"1010",-4,0,"attempt",40,14,14
"1011",-4,0,"attempt",41,9,9
"1012",-4,0,"attempt",42,11,11
"1013",-4,0,"attempt",43,7,7
"1014",-4,0,"attempt",44,11,11
"1015",-4,0,"attempt",45,9,9
"1016",-4,0,"attempt",46,9,9
"1017",-4,0,"attempt",47,11,11
"1018",-4,0,"attempt",48,6,6
"1019",-4,0,"attempt",49,7,7
"1020",-4,0,"attempt",50,10,10
"1021",-4,0,"conspiracy",1,7,7
"1022",-4,0,"conspiracy",2,4,4
"1023",-4,0,"conspiracy",3,5,5
"1024",-4,0,"conspiracy",4,4,4
"1025",-4,0,"conspiracy",5,8,8
"1026",-4,0,"conspiracy",6,1,1
"1027",-4,0,"conspiracy",7,3,3
"1028",-4,0,"conspiracy",8,2,2
"1029",-4,0,"conspiracy",9,5,5
"1030",-4,0,"conspiracy",10,6,6
"1031",-4,0,"conspiracy",11,3,3
"1032",-4,0,"conspiracy",12,5,5
"1033",-4,0,"conspiracy",13,9,9
"1034",-4,0,"conspiracy",14,3,3
"1035",-4,0,"conspiracy",15,2,2
"1036",-4,0,"conspiracy",16,5,5
"1037",-4,0,"conspiracy",17,4,4
"1038",-4,0,"conspiracy",18,2,2
"1039",-4,0,"conspiracy",19,6,6
"1040",-4,0,"conspiracy",20,6,6
"1041",-4,0,"conspiracy",21,9,9
"1042",-4,0,"conspiracy",22,10,10
"1043",-4,0,"conspiracy",23,4,4
"1044",-4,0,"conspiracy",24,4,4
"1045",-4,0,"conspiracy",25,7,7
"1046",-4,0,"conspiracy",26,2,2
"1047",-4,0,"conspiracy",27,6,6
"1048",-4,0,"conspiracy",28,6,6
"1049",-4,0,"conspiracy",29,3,3
"1050",-4,0,"conspiracy",30,5,5
"1051",-4,0,"conspiracy",31,6,6
"1052",-4,0,"conspiracy",32,4,4
"1053",-4,0,"conspiracy",33,5,5
"1054",-4,0,"conspiracy",34,2,2
"1055",-4,0,"conspiracy",35,4,4
"1056",-4,0,"conspiracy",36,3,3
"1057",-4,0,"conspiracy",37,6,6
"1058",-4,0,"conspiracy",38,4,4
"1059",-4,0,"conspiracy",39,6,6
"1060",-4,0,"conspiracy",40,8,8
"1061",-4,0,"conspiracy",41,4,4
"1062",-4,0,"conspiracy",42,3,3
"1063",-4,0,"conspiracy",43,4,4
"1064",-4,0,"conspiracy",44,5,5
"1065",-4,0,"conspiracy",45,3,3
"1066",-4,0,"conspiracy",46,6,6
"1067",-4,0,"conspiracy",47,4,4
"1068",-4,0,"conspiracy",48,5,5
"1069",-4,0,"conspiracy",49,6,6
"1070",-4,0,"conspiracy",50,5,5
"1071",-4,1,"coup",1,17,17
"1072",-4,1,"coup",2,12,12
"1073",-4,1,"coup",3,5,5
"1074",-4,1,"coup",4,8,8
"1075",-4,1,"coup",5,9,9
"1076",-4,1,"coup",6,5,5
"1077",-4,1,"coup",7,11,11
"1078",-4,1,"coup",8,6,6
"1079",-4,1,"coup",9,11,11
"1080",-4,1,"coup",10,9,9
"1081",-4,1,"coup",11,11,11
"1082",-4,1,"coup",12,9,9
"1083",-4,1,"coup",13,10,10
"1084",-4,1,"coup",14,12,12
"1085",-4,1,"coup",15,10,10
"1086",-4,1,"coup",16,8,8
"1087",-4,1,"coup",17,5,5
"1088",-4,1,"coup",18,10,10
"1089",-4,1,"coup",19,4,4
"1090",-4,1,"coup",20,5,5
"1091",-4,1,"coup",21,3,3
"1092",-4,1,"coup",22,11,11
"1093",-4,1,"coup",23,11,11
"1094",-4,1,"coup",24,7,7
"1095",-4,1,"coup",25,7,7
"1096",-4,1,"coup",26,11,11
"1097",-4,1,"coup",27,7,7
"1098",-4,1,"coup",28,4,4
"1099",-4,1,"coup",29,9,9
"1100",-4,1,"coup",30,3,3
"1101",-4,1,"coup",31,7,7
"1102",-4,1,"coup",32,9,9
"1103",-4,1,"coup",33,8,8
"1104",-4,1,"coup",34,7,7
"1105",-4,1,"coup",35,8,8
"1106",-4,1,"coup",36,10,10
"1107",-4,1,"coup",37,5,5
"1108",-4,1,"coup",38,6,6
"1109",-4,1,"coup",39,6,6
"1110",-4,1,"coup",40,7,7
"1111",-4,1,"coup",41,6,6
"1112",-4,1,"coup",42,10,10
"1113",-4,1,"coup",43,7,7
"1114",-4,1,"coup",44,12,12
"1115",-4,1,"coup",45,12,12
"1116",-4,1,"coup",46,5,5
"1117",-4,1,"coup",47,13,13
"1118",-4,1,"coup",48,7,7
"1119",-4,1,"coup",49,9,9
"1120",-4,1,"coup",50,9,9
"1121",-3,0,"attempt",1,4,4
"1122",-3,0,"attempt",2,11,11
"1123",-3,0,"attempt",3,7,7
"1124",-3,0,"attempt",4,9,9
"1125",-3,0,"attempt",5,11,11
"1126",-3,0,"attempt",6,6,6
"1127",-3,0,"attempt",7,11,11
"1128",-3,0,"attempt",8,10,10
"1129",-3,0,"attempt",9,10,10
"1130",-3,0,"attempt",10,15,15
"1131",-3,0,"attempt",11,5,5
"1132",-3,0,"attempt",12,8,8
"1133",-3,0,"attempt",13,10,10
"1134",-3,0,"attempt",14,13,13
"1135",-3,0,"attempt",15,9,9
"1136",-3,0,"attempt",16,14,14
"1137",-3,0,"attempt",17,8,8
"1138",-3,0,"attempt",18,10,10
"1139",-3,0,"attempt",19,12,12
"1140",-3,0,"attempt",20,6,6
"1141",-3,0,"attempt",21,6,6
"1142",-3,0,"attempt",22,8,8
"1143",-3,0,"attempt",23,8,8
"1144",-3,0,"attempt",24,7,7
"1145",-3,0,"attempt",25,9,9
"1146",-3,0,"attempt",26,7,7
"1147",-3,0,"attempt",27,12,12
"1148",-3,0,"attempt",28,15,15
"1149",-3,0,"attempt",29,14,14
"1150",-3,0,"attempt",30,11,11
"1151",-3,0,"attempt",31,16,16
"1152",-3,0,"attempt",32,11,11
"1153",-3,0,"attempt",33,15,15
"1154",-3,0,"attempt",34,15,15
"1155",-3,0,"attempt",35,9,9
"1156",-3,0,"attempt",36,9,9
"1157",-3,0,"attempt",37,5,5
"1158",-3,0,"attempt",38,9,9
"1159",-3,0,"attempt",39,18,18
"1160",-3,0,"attempt",40,8,8
"1161",-3,0,"attempt",41,8,8
"1162",-3,0,"attempt",42,12,12
"1163",-3,0,"attempt",43,10,10
"1164",-3,0,"attempt",44,13,13
"1165",-3,0,"attempt",45,7,7
"1166",-3,0,"attempt",46,6,6
"1167",-3,0,"attempt",47,13,13
"1168",-3,0,"attempt",48,9,9
"1169",-3,0,"attempt",49,9,9
"1170",-3,0,"attempt",50,3,3
"1171",-3,0,"conspiracy",1,3,3
"1172",-3,0,"conspiracy",2,10,10
"1173",-3,0,"conspiracy",3,8,8
"1174",-3,0,"conspiracy",4,1,1
"1175",-3,0,"conspiracy",5,4,4
"1176",-3,0,"conspiracy",6,3,3
"1177",-3,0,"conspiracy",7,4,4
"1178",-3,0,"conspiracy",8,5,5
"1179",-3,0,"conspiracy",9,3,3
"1180",-3,0,"conspiracy",10,3,3
"1181",-3,0,"conspiracy",11,5,5
"1182",-3,0,"conspiracy",12,4,4
"1183",-3,0,"conspiracy",13,3,3
"1184",-3,0,"conspiracy",14,1,1
"1185",-3,0,"conspiracy",15,2,2
"1186",-3,0,"conspiracy",16,6,6
"1187",-3,0,"conspiracy",17,5,5
"1188",-3,0,"conspiracy",18,5,5
"1189",-3,0,"conspiracy",19,6,6
"1190",-3,0,"conspiracy",20,11,11
"1191",-3,0,"conspiracy",21,2,2
"1192",-3,0,"conspiracy",22,8,8
"1193",-3,0,"conspiracy",23,6,6
"1194",-3,0,"conspiracy",24,7,7
"1195",-3,0,"conspiracy",25,2,2
"1196",-3,0,"conspiracy",26,7,7
"1197",-3,0,"conspiracy",27,3,3
"1198",-3,0,"conspiracy",28,4,4
"1199",-3,0,"conspiracy",29,5,5
"1200",-3,0,"conspiracy",30,6,6
"1201",-3,0,"conspiracy",31,8,8
"1202",-3,0,"conspiracy",32,6,6
"1203",-3,0,"conspiracy",33,3,3
"1204",-3,0,"conspiracy",34,5,5
"1205",-3,0,"conspiracy",35,9,9
"1206",-3,0,"conspiracy",36,2,2
"1207",-3,0,"conspiracy",37,5,5
"1208",-3,0,"conspiracy",38,9,9
"1209",-3,0,"conspiracy",39,6,6
"1210",-3,0,"conspiracy",40,5,5
"1211",-3,0,"conspiracy",41,4,4
"1212",-3,0,"conspiracy",42,2,2
"1213",-3,0,"conspiracy",43,4,4
"1214",-3,0,"conspiracy",44,5,5
"1215",-3,0,"conspiracy",45,10,10
"1216",-3,0,"conspiracy",46,8,8
"1217",-3,0,"conspiracy",47,8,8
"1218",-3,0,"conspiracy",48,4,4
"1219",-3,0,"conspiracy",49,5,5
"1220",-3,0,"conspiracy",50,2,2
"1221",-3,1,"coup",1,12,12
"1222",-3,1,"coup",2,11,11
"1223",-3,1,"coup",3,12,12
"1224",-3,1,"coup",4,8,8
"1225",-3,1,"coup",5,11,11
"1226",-3,1,"coup",6,16,16
"1227",-3,1,"coup",7,11,11
"1228",-3,1,"coup",8,13,13
"1229",-3,1,"coup",9,8,8
"1230",-3,1,"coup",10,17,17
"1231",-3,1,"coup",11,17,17
"1232",-3,1,"coup",12,13,13
"1233",-3,1,"coup",13,8,8
"1234",-3,1,"coup",14,13,13
"1235",-3,1,"coup",15,4,4
"1236",-3,1,"coup",16,5,5
"1237",-3,1,"coup",17,11,11
"1238",-3,1,"coup",18,15,15
"1239",-3,1,"coup",19,16,16
"1240",-3,1,"coup",20,13,13
"1241",-3,1,"coup",21,18,18
"1242",-3,1,"coup",22,12,12
"1243",-3,1,"coup",23,17,17
"1244",-3,1,"coup",24,15,15
"1245",-3,1,"coup",25,19,19
"1246",-3,1,"coup",26,18,18
"1247",-3,1,"coup",27,11,11
"1248",-3,1,"coup",28,9,9
"1249",-3,1,"coup",29,10,10
"1250",-3,1,"coup",30,15,15
"1251",-3,1,"coup",31,6,6
"1252",-3,1,"coup",32,9,9
"1253",-3,1,"coup",33,18,18
"1254",-3,1,"coup",34,10,10
"1255",-3,1,"coup",35,12,12
"1256",-3,1,"coup",36,18,18
"1257",-3,1,"coup",37,19,19
"1258",-3,1,"coup",38,11,11
"1259",-3,1,"coup",39,14,14
"1260",-3,1,"coup",40,15,15
"1261",-3,1,"coup",41,7,7
"1262",-3,1,"coup",42,12,12
"1263",-3,1,"coup",43,15,15
"1264",-3,1,"coup",44,8,8
"1265",-3,1,"coup",45,9,9
"1266",-3,1,"coup",46,16,16
"1267",-3,1,"coup",47,9,9
"1268",-3,1,"coup",48,8,8
"1269",-3,1,"coup",49,11,11
"1270",-3,1,"coup",50,12,12
"1271",-2,0,"attempt",1,1,1
"1272",-2,0,"attempt",3,1,1
"1273",-2,0,"attempt",4,2,2
"1274",-2,0,"attempt",5,3,3
"1275",-2,0,"attempt",7,1,1
"1276",-2,0,"attempt",8,2,2
"1277",-2,0,"attempt",10,1,1
"1278",-2,0,"attempt",12,2,2
"1279",-2,0,"attempt",13,2,2
"1280",-2,0,"attempt",14,4,4
"1281",-2,0,"attempt",17,1,1
"1282",-2,0,"attempt",18,2,2
"1283",-2,0,"attempt",20,2,2
"1284",-2,0,"attempt",21,4,4
"1285",-2,0,"attempt",22,1,1
"1286",-2,0,"attempt",23,2,2
"1287",-2,0,"attempt",24,2,2
"1288",-2,0,"attempt",27,4,4
"1289",-2,0,"attempt",28,3,3
"1290",-2,0,"attempt",29,3,3
"1291",-2,0,"attempt",30,1,1
"1292",-2,0,"attempt",31,3,3
"1293",-2,0,"attempt",32,2,2
"1294",-2,0,"attempt",33,1,1
"1295",-2,0,"attempt",34,1,1
"1296",-2,0,"attempt",35,3,3
"1297",-2,0,"attempt",36,1,1
"1298",-2,0,"attempt",37,2,2
"1299",-2,0,"attempt",38,2,2
"1300",-2,0,"attempt",39,2,2
"1301",-2,0,"attempt",40,2,2
"1302",-2,0,"attempt",41,2,2
"1303",-2,0,"attempt",42,3,3
"1304",-2,0,"attempt",43,3,3
"1305",-2,0,"attempt",44,2,2
"1306",-2,0,"attempt",45,1,1
"1307",-2,0,"attempt",46,4,4
"1308",-2,0,"attempt",47,5,5
"1309",-2,0,"attempt",48,3,3
"1310",-2,0,"attempt",49,4,4
"1311",-2,0,"attempt",50,3,3
"1312",-2,0,"conspiracy",1,1,1
"1313",-2,0,"conspiracy",2,1,1
"1314",-2,0,"conspiracy",3,2,2
"1315",-2,0,"conspiracy",4,2,2
"1316",-2,0,"conspiracy",5,1,1
"1317",-2,0,"conspiracy",7,1,1
"1318",-2,0,"conspiracy",8,3,3
"1319",-2,0,"conspiracy",9,3,3
"1320",-2,0,"conspiracy",10,4,4
"1321",-2,0,"conspiracy",11,1,1
"1322",-2,0,"conspiracy",13,3,3
"1323",-2,0,"conspiracy",14,1,1
"1324",-2,0,"conspiracy",15,1,1
"1325",-2,0,"conspiracy",16,2,2
"1326",-2,0,"conspiracy",17,2,2
"1327",-2,0,"conspiracy",19,3,3
"1328",-2,0,"conspiracy",20,1,1
"1329",-2,0,"conspiracy",21,3,3
"1330",-2,0,"conspiracy",22,2,2
"1331",-2,0,"conspiracy",23,1,1
"1332",-2,0,"conspiracy",24,2,2
"1333",-2,0,"conspiracy",25,3,3
"1334",-2,0,"conspiracy",26,2,2
"1335",-2,0,"conspiracy",27,1,1
"1336",-2,0,"conspiracy",28,3,3
"1337",-2,0,"conspiracy",29,2,2
"1338",-2,0,"conspiracy",31,2,2
"1339",-2,0,"conspiracy",32,3,3
"1340",-2,0,"conspiracy",33,1,1
"1341",-2,0,"conspiracy",34,1,1
"1342",-2,0,"conspiracy",35,4,4
"1343",-2,0,"conspiracy",38,1,1
"1344",-2,0,"conspiracy",39,2,2
"1345",-2,0,"conspiracy",40,5,5
"1346",-2,0,"conspiracy",41,2,2
"1347",-2,0,"conspiracy",43,3,3
"1348",-2,0,"conspiracy",44,2,2
"1349",-2,0,"conspiracy",45,5,5
"1350",-2,0,"conspiracy",46,2,2
"1351",-2,0,"conspiracy",47,5,5
"1352",-2,0,"conspiracy",50,3,3
"1353",-2,1,"coup",1,4,4
"1354",-2,1,"coup",2,6,6
"1355",-2,1,"coup",3,7,7
"1356",-2,1,"coup",4,16,16
"1357",-2,1,"coup",5,4,4
"1358",-2,1,"coup",6,9,9
"1359",-2,1,"coup",7,6,6
"1360",-2,1,"coup",8,5,5
"1361",-2,1,"coup",9,7,7
"1362",-2,1,"coup",10,7,7
"1363",-2,1,"coup",11,3,3
"1364",-2,1,"coup",12,14,14
"1365",-2,1,"coup",13,9,9
"1366",-2,1,"coup",14,4,4
"1367",-2,1,"coup",15,6,6
"1368",-2,1,"coup",16,8,8
"1369",-2,1,"coup",17,9,9
"1370",-2,1,"coup",18,9,9
"1371",-2,1,"coup",19,8,8
"1372",-2,1,"coup",20,12,12
"1373",-2,1,"coup",21,5,5
"1374",-2,1,"coup",22,11,11
"1375",-2,1,"coup",23,6,6
"1376",-2,1,"coup",24,11,11
"1377",-2,1,"coup",25,6,6
"1378",-2,1,"coup",26,6,6
"1379",-2,1,"coup",27,5,5
"1380",-2,1,"coup",28,8,8
"1381",-2,1,"coup",29,8,8
"1382",-2,1,"coup",30,13,13
"1383",-2,1,"coup",31,7,7
"1384",-2,1,"coup",32,4,4
"1385",-2,1,"coup",33,7,7
"1386",-2,1,"coup",34,4,4
"1387",-2,1,"coup",35,8,8
"1388",-2,1,"coup",36,7,7
"1389",-2,1,"coup",37,8,8
"1390",-2,1,"coup",38,8,8
"1391",-2,1,"coup",39,6,6
"1392",-2,1,"coup",40,13,13
"1393",-2,1,"coup",41,8,8
"1394",-2,1,"coup",42,8,8
"1395",-2,1,"coup",43,5,5
"1396",-2,1,"coup",44,9,9
"1397",-2,1,"coup",45,8,8
"1398",-2,1,"coup",46,11,11
"1399",-2,1,"coup",47,7,7
"1400",-2,1,"coup",48,7,7
"1401",-2,1,"coup",49,6,6
"1402",-2,1,"coup",50,10,10
"1403",-1,0,"attempt",1,14,14
"1404",-1,0,"attempt",2,25,25
"1405",-1,0,"attempt",3,11,11
"1406",-1,0,"attempt",4,11,11
"1407",-1,0,"attempt",5,11,11
"1408",-1,0,"attempt",6,5,5
"1409",-1,0,"attempt",7,17,17
"1410",-1,0,"attempt",8,9,9
"1411",-1,0,"attempt",9,19,19
"1412",-1,0,"attempt",10,14,14
"1413",-1,0,"attempt",11,7,7
"1414",-1,0,"attempt",12,10,10
"1415",-1,0,"attempt",13,10,10
"1416",-1,0,"attempt",14,16,16
"1417",-1,0,"attempt",15,13,13
"1418",-1,0,"attempt",16,19,19
"1419",-1,0,"attempt",17,14,14
"1420",-1,0,"attempt",18,5,5
"1421",-1,0,"attempt",19,15,15
